,text
268, Bulk Hiring Travel Sales Consultants US /UK Shifts Call ASAP worldspan| travel sales consultants| galileo| amadeus| gds
269, UI Developer (Frontend Developer) Front end| Email| PDF| MIN| UI| phone| Strategic HR| Doc| Consultancy| Recruitment
270, Netsuite Technical Consultant CVS| ERP| Rest| middle east| Technical| Customization| E-commerce| CRM| Open| WHO
271,"Java Full Stack – Technical Lead, Senior EngineerJava|Angular JS|Hibernate|Core Java|Technical Leader|Technical|Javascript|Spring|JQuery|JS framework"
272, ADM - External Affairs &amp; CSR - Bangalore senior management| ngo| key skills| Corporate Social Responsibility| Govt Liasioning| corporate pr| External Communications
273, Immediate Opening Asp.net MVC Developers For Mumbai (worli) Asp.Net MVC| entity framework| API
274, Home loan Loans| Direct Sales Associate| Policies| Bfsi| Finance| Sanction| WHO
275," Sr. Resident, General & Laparoscopic Surgery Monitoring| Senior Resident| RAM| DNB| Dmc"
276, Angular Developer - Fulcrum Digital Angularjs| CSS| Responsive Web Design| Javascript| Bootstrap| HTML| JSON| JQuery| Web Development| Grunt
278, Devops Engineer - Tools & Automation python| open source| database| Automation| java| linux| perl| Monitoring| nosql
279, Great Opportunity To join top MNCs in Kolkata! Grab them While it last PR| international bpo| chat process| Aviation| back office| web chat| Guest Relations| Public Speaking| bcom| fresher| inbound process| outbound| uk process| icse| communication skills| cbse
280, QA Functional Testing QA| Functional testing
281, Sales Engineer Sales Engineering
282,Software Engineer - Unity DeveloperDesign Development|Software Engineering|Lighting|Computer Science|Product Quality|Automation Testing|Asset Management|GUI|Object Oriented Programming|Android
283, Associate Level 1 - Fund Accounting NAV calculation| Fund accounting| Automation| Corporate actions| Accounting| Process improvement| Analytical| Reconciliation| Standard operating procedures| Subject Matter Expert
284, Associate Principal Analyst - Network Security Research Networking| Secondary research| Recruitment| Analyst| Network security| Research| IPS| Advisory| Firewall
285, Training Specialist Team Management| Training Need Analysis| sales training| Retail Sales| MS Office| Product Training| Training| Team Building| Skill Development| Retail Marketing| trainer| Regional Management| Competency Mapping| Training Delivery
286, Urgent Opening For Field Recruiter  hiring| HRIS| procurement| HR| sourcing| Recruitment| staffing
287, JAVA Developer Computer science| Continuous improvement
288, Urgent Openings For Pharma Freshers pharmaceutical| medical| Pharma| medical billing| healthcare
289, Front End Developer - Wordpress/html/css/javascript CSS| Wordpress| MySQL| Javascript| PHP| HTML| JQuery| SEO| Ajax| Hosting
290,Mechanical Maintenance – Btech / Diplomamechanical operation|preventive maintenance|mechanical|engineeringbreak down maintenance|mechanical maintenance
291, PHP Developer javascript| html| ajax| jquery| php mysql| smarty| api| analytical| third party| software development life cycle
292,Sr.consultant-power DistributionRenewable energy|Power distribution|Power sector|Banking|Electricals
293," Chinese, Spanish Language Expert (proofcheck Medical Content), spanish language expert| chinese| spanish| medical"
294, Hiring for Tech Sales_Inbound UK/ US Voice Process Sales Associate| support| Voice process| Issue| Senior| Technical| Inbound calls| Bonus| US shift| Software
295, SUPPORT Engineers (FEMALE CANDIDATES) MCSE| Database| Support Engineer
296, MS SQL Developer : 0 - 2 Years (only MALE Candidates) SSRS| SQL Server| Stored Procedures| SQL Development| MS SQL
297, Machine Learning Engineer || Gurgaon/chandigarh Location GIT| Linux| Machine Learning| Python
298, Nurses GNM| Business Executive
299, Marketing Executive institutions| relationships| marketing executive| customer| customers| implementation| company| site| product
300,HR Recruiter (volume Hiring)Recruitment|Volume Hiring|HR|BPO Hiring|Sourcing|Interviewing|Onboarding|Staffing|Orientation|Human Resource Management
301, Java Full Stack Developer Java| CSS| Rest| Spring Mvc| Javascript| HTML| JPA| Spring Boot| JQuery| Web Services
302, GM Finance- Export Import Company financial analysis| financial planning| taxation| VP Finance
303, Content Writer Publishing| SEO| Content management| Social media| Wordpress| Management systems| Research| Brand awareness| Web technologies| Journalism
304, Job Opening for Sm/avp_credit Audit_mumbai Auditing| Audit Planning| Risk Assessment| Banking| Credit Risk| Credit Policy
305, iOS Game Developer c++| development| gaming| C| software| HTML| ios| opengl| iphone| design| MySQL| JavaScript
306, Hiring: Executive-business Developer(seller Acquisition) On Contract business development| e - commerce| sales executive| sales associate| sales officer| sales| field sales| mba fresher| fresher| new product development| channel sales
307, Java/j2ee Application Developer rest| java| sql| oop| angularjs| ui development| oracle
308," Accepting Application for Intership for Java, PHP, Web Design, Android Javascript| PHP| HTML| Visualization| jQuery| web| Programming| Commerce| Web designing| Application| Android"
309, Automation-Expert-Senior-Automation-Expert Process automation| Commodity Markets| Artificial Intelligence| Market intelligence| Machine learning| Corporate| Relationship| Operations| Analytics| Robotics
310, Product Manager- Marketing(consumer Durables) IT Sales| Marketing Campaigns| Social Media| Btl| Marketing Management| Digital Marketing| Dealer Sales| Channel Partners| Communication Skills| Process Flow
311, Embedded Android Engineer Android| Troubleshooting| Middleware| Firmware| SOC| Linux kernel| Bluetooth| Computer science| Test scripts| Test strategy
312, Inbound International BPO Voice Process-US Shift Outbound| Antivirus| Technical support| Voice process| Technical Support Executive| US shift| Inbound voice process| Customer Service Executive| Comp| International BPO
314, Sales Executive Sales Executive| Cold calling| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy
315, Recruitment Officer  Administration| HR| Recruitment| Recruitment Executive| IR
316, Senior Principal Software Engineer Web development| Analytics| Healthcare| Software design| Monitoring| JIRA| Computer science| Backend| Inside sales| Cloud
317, Senior Branch Sales & Development Head - Agency - General Insurance Team Management| Advisory Services| General Insurance| Sales Initiatives| Financial Products| Distributor Sales| Branch Sales| Sales Development| Motor Insurance| Marketing
318, Pharma/nutrition Sales Profile Opening with Hexagon Nutrition clinical pharmacy| mr| sales officer| territory executive| business development| sales executive
320, Manager / Asst. Manager - Vendor Development ( Purchase ) - Gurgaon sap| procurement| scm| material| sheetmetal| sheet metal| purchase| VD| vendor development| sourcing| BOP
321, Java with AngularJS and Spring Angularjs| CSS| Core Java| DOM| Computer Science| Javascript| HTML| Spring| Ajax
322, Manager- Admission data analysis| Admissions| placements| Help Desk| access controls| Asset Management
323, Full Time Academic Writer for Ca/cma- Accounting & Taxation academic research| accounting| taxation| ifrs| us gaap| international taxation| cost accounting| company secretary| auditing| company law| corporate law| icwa| cma
324, Sales Head for It Consulting Company in Gurgaon marketing| bdm| sales| business development| it sales| ncr| hardware sales
325, Adeeba Group is Currently hiring for US Inbound Tech Process. Outbound| Night shift| Service| English| process| Technical| Technical support| Inbound calls| Voice process| Group
326, Mechanical Engineer Require For Shut Down RT| PT| MPI| NDT Inspection| NDT Level| Diploma| Quality Inspection| Level Ii| Inspection Engineering| Mechanical Engineering| UT
327, CARE Specialist Customer service| Healthcare| Customer relationship| Windows| Graphic designing| CAD| Illustrator| Customer satisfaction| Application software
328, Opening For Fresher BPO| any graduate| Voice Process| Voice Support
329, Technical Support Associate / Technical Sales Associate-Inbound Voice  Outbound| Antivirus| Comp| Technical support| Technical Support Associate| technical sales associate| Sales| Technical Associate| Voice support| Inbound calls
330, Head of Maintenance Equipment Maintenance| Hydraulics| Inventory Management| Management Skills| Maintenance Head| Electricals
331," Tcs Hiring For Support Analyst - Bigdata(apache Hadoop,aws Certified) hive| apache| itil process| hadoop| big data| aws| core java"
332, Job Opening For Corporate Sales (insurance Broking) Mumbai/ Bangalore motor insurance| insurance sales| insurance broking| general insurance
333,Spring BootSQL|Hibernate|Multithreading|OOAD|Eclipse|Business process|Outsourcing|Version control|Memory management|Control system
334, Sr. Engineer Design (Mechanical) CATIA| AutoCAD| Pressure vessels| Mechanical| Primavera| PSCAD
335, Senior Manager Cost & Program Management Team Management| Project Execution| Program Management| Customer Experience| Data Analytics| Supply Chain| Operations Planning
336, Manager Sales Commercial Segment business development management| Sales Management
337, Outbound Sales Executive Outbound Sales| tele sales| Sales Executive Activities
338, US Tech Process Technical support| Outbound| Comp| Technical| Domestic BPO| US shift| process| Inbound calls| Bonus
